ID	Номер участника	Имя	Дата создания	Дата рождения	Пол	Город
3545	1172974286479910	Лев Сергеевич Соловьёв	02.04.2018 8:36	24.02.1933	Муж	Москва
3379	8356019732117732	Василий Альбертович Попов	14.03.2018 22:33	17.08.1981	Муж	Екатеринбург
3552	5733341474513472	Валентина Григорьевна Кузнецова	03.04.2018 2:18	05.10.1984	Жен	Ростов-на-Дону
3518	4748860341836453	Раиса Романовна Попова	30.03.2018 1:56	15.12.1984	Жен	Новосибирск
3494	2441583578827218	Евгения Алексеевна Андреева	27.03.2018 12:23	22.01.1987	Жен	Москва
3505	6271052794727106	Марина Вадимовна Соловьёва	28.03.2018 21:33	28.01.1976	Жен	Ростов-на-Дону
3547	5403994269156049	Анна Олеговна Гусева	02.04.2018 9:14	01.03.1986	Жен	Москва
3541	9724201028782521	Александр Иванович Кузнецов	01.04.2018 19:47	04.01.1999	Муж	Москва
3558	8783809471060779	Николай Фёдорович Козлов	03.04.2018 17:46	03.12.1978	Муж	Москва
3527	3262070945482294	Олег Иванович Куликов	30.03.2018 20:49	03.04.2004	Муж	Санкт-Петербург
3388	7237234699727979	Нелли Евгеньевна Комарова	15.03.2018 12:35	16.07.1989	Жен	Москва
3607	1215222831277257	Нина Фёдоровна Воробьёва	09.04.2018 9:49	29.05.1968	Жен	Москва
3587	5432622703146133	Юрий Эдуардович Богданов	07.04.2018 8:26	16.02.1993	Муж	Санкт-Петербург
3513	2449050196266348	Юрий Григорьевич Михайлов	29.03.2018 16:12	10.06.1960	Муж	Москва
3531	4916911613873442	Иван Вадимович Голубев	31.03.2018 10:24	15.12.1987	Муж	Новосибирск
3614	3931482292168206	Альбина Вячеславовна Ильина	10.04.2018 0:53	03.06.1975	Жен	Москва
3620	5267988200326075	Георгий Владиславович Андреев	10.04.2018 15:51	22.07.1988	Муж	Новосибирск
3613	7963527674075269	Анна Анатольевна Беляева	09.04.2018 23:27	27.02.1967	Жен	Москва
3612	3123929040594947	Сергей Вячеславович Куликов	09.04.2018 22:25	16.02.1951	Муж	Москва
3466	5545495612877731	Константин Александрович Макаров	24.03.2018 5:20	31.07.1948	Муж	Санкт-Петербург
3575	7004052072206622	Раиса Алексеевна Белова	06.04.2018 3:05	30.09.1974	Жен	Москва
3619	4567320347778568	Тамара Олеговна Ильина	10.04.2018 12:54	23.09.1999	Жен	Казань
3557	9304888670105320	Альбина Никольевна Беляева	03.04.2018 17:29	15.09.1962	Жен	Новосибирск
3594	9075810656827935	Роман Дмитрьевич Новиков	07.04.2018 22:49	09.10.1961	Муж	Москва
3609	3876757819122971	Галина Витальевна Орлова	09.04.2018 13:54	29.03.1934	Жен	Екатеринбург
3616	6707878539418879	Светлана Ивановна Богданова	10.04.2018 6:08	19.04.1962	Жен	Санкт-Петербург
3586	1588624060255774	Наталья Викторовна Макарова	07.04.2018 7:06	28.03.1973	Жен	Москва
3573	1745068242828101	Олег Германович Павлов	05.04.2018 17:56	24.10.1994	Муж	Москва
3578	5166473176572648	Игорь Борисович Фёдоров	06.04.2018 10:19	06.09.1993	Муж	Ростов-на-Дону
3408	8272695475154860	Олег Михаилович Иванов	17.03.2018 18:08	11.02.1994	Муж	Москва
3483	6719898546654132	Ираида Львовна Баранова	26.03.2018 4:20	26.12.1940	Жен	Москва
3579	6795230186664587	Эдуард Леонидович Кузнецов	06.04.2018 12:35	29.01.1960	Муж	Новосибирск
3410	2964673139467377	Любовь Алексеевна Смирнова	17.03.2018 20:47	11.07.1964	Жен	Санкт-Петербург
3591	1543826612949550	Леонид Григорьевич Соколов	07.04.2018 16:27	29.12.1992	Муж	Санкт-Петербург
3582	8554654608502764	Маргарита Владимировна Кузьмина	06.04.2018 20:12	28.11.1995	Жен	Санкт-Петербург
3636	6355869299709734	Татьяна Владимировна Богданова	12.04.2018 20:27	31.01.1999	Жен	Самара
3563	2102861420333346	Алла Георгьевна Воробьёва	04.04.2018 9:52	07.10.1965	Жен	Москва
3581	5081874052310854	Альбина Сергеевна Новикова	06.04.2018 17:18	09.04.1987	Жен	Санкт-Петербург
3628	2133453636901738	Светлана Ивановна Фёдорова	11.04.2018 17:59	05.09.1984	Жен	Москва
3610	4215738391627635	Владислав Александрович Ильин	09.04.2018 14:55	20.01.1988	Муж	Москва
3597	3960512608135018	Галина Игорьевна Соловьёва	08.04.2018 4:05	17.09.1987	Жен	Новосибирск
3623	1937119410247476	Виктория Алексеевна Петрова	11.04.2018 0:43	29.06.1988	Жен	Москва
3424	1453401219231405	Галина Михаиловна Кузнецова	19.03.2018 18:46	24.11.1979	Жен	Москва
3421	3490981624787887	Константин Анатольевич Беляев	19.03.2018 7:27	16.09.1975	Муж	Москва
3543	9583930047257159	Альберт Алексеевич Белов	02.04.2018 1:15	24.09.2000	Муж	Москва
3520	5326787907605120	Виктория Никольевна Соловьёва	30.03.2018 5:25	06.03.1970	Жен	Санкт-Петербург
3479	6882967480921732	Клавдия Аркадьевна Кузнецова	25.03.2018 13:50	13.11.1964	Жен	Екатеринбург
3648	1917120764557751	Ирина Альбертовна Козлова	14.04.2018 3:23	05.04.1976	Жен	Санкт-Петербург
3427	8678177039671147	Нелли Анатольевна Виноградова	20.03.2018 3:57	16.12.1976	Жен	Москва
3626	8211549714273418	Алексей Георгьевич Беляев	11.04.2018 11:22	10.03.1991	Муж	Москва
3590	3687304181994154	Вячеслав Аркадьевич Павлов	07.04.2018 14:44	21.11.1995	Муж	Казань
3430	3217374759878111	Дмитрий Никольевич Куликов	20.03.2018 9:07	16.06.1981	Муж	Москва
3621	1092293318579634	Виктория Алексеевна Комарова	10.04.2018 17:37	06.05.1987	Жен	Москва
3655	1683379795097143	Анна Владиславовна Соловьёва	15.04.2018 18:34	18.07.1992	Жен	Санкт-Петербург
3458	3284951154197521	Лев Васильевич Макаров	23.03.2018 2:33	22.08.1987	Муж	Ростов-на-Дону
3549	1830424920036774	Анна Владиславовна Зайцева	02.04.2018 18:51	22.06.1940	Жен	Ростов-на-Дону
3599	4715295129043772	Инна Дмитрьевна Новикова	08.04.2018 12:40	17.03.1953	Жен	Санкт-Петербург
3436	1978088831907910	Пётр Васильевич Титов	20.03.2018 23:54	06.09.1974	Муж	Санкт-Петербург
3640	4249969017782794	Александр Олегович Киселёв	13.04.2018 6:14	09.03.1959	Муж	Москва
3544	4432188792725364	Мария Геннадьевна Воробьёва	02.04.2018 5:13	03.02.1970	Жен	Москва
3664	7715661458319639	Михаил Александрович Беляев	16.04.2018 14:56	27.10.1993	Муж	Москва
3663	8311696585060435	Марина Анатольевна Зайцева	16.04.2018 10:46	02.01.1974	Жен	Новосибирск
3441	4684692543333348	Пётр Борисович Киселёв	21.03.2018 14:47	27.05.1956	Муж	Москва
3583	2187575866835782	Алексей Анатольевич Соловьёв	07.04.2018 0:05	17.09.1982	Муж	Москва
3521	5572494239469720	Борис Германович Беляев	30.03.2018 7:53	17.12.1962	Муж	Новосибирск
3443	2799227763622636	Пётр Григорьевич Киселёв	21.03.2018 18:10	29.09.1988	Муж	Москва
3577	3869376660157635	Анатолий Александрович Кузьмин	06.04.2018 9:29	14.03.1981	Муж	Новосибирск
3446	6628428292996720	Наталья Александровна Соколова	21.03.2018 22:31	20.01.1937	Жен	Казань
3519	5906610242743530	Вячеслав Геннадьевич Соловьёв	30.03.2018 3:34	27.05.1974	Муж	Москва
3632	2122345386112085	Светлана Германовна Беляева	12.04.2018 2:47	22.06.1983	Жен	Новосибирск
3522	8980016411522226	Герман Анатольевич Соколов	30.03.2018 9:23	30.06.1995	Муж	Москва
3449	1525862744927950	Ираида Эдуардовна Фёдорова	22.03.2018 6:35	10.09.1998	Жен	Новосибирск
3608	7904483389881713	Олег Владимирович Богданов	09.04.2018 11:24	01.05.1978	Муж	Москва
3638	8041216980209417	Юрий Анатольевич Гусев	13.04.2018 2:16	18.04.1987	Муж	Москва
3451	6263562387065891	Людмила Ивановна Андреева	22.03.2018 12:12	19.10.1967	Жен	Москва
3647	5441510251134086	Борис Сергеевич Воробьёв	14.04.2018 2:21	20.08.1983	Муж	Новосибирск
3540	4268246653865449	Алла Васильевна Комарова	01.04.2018 18:47	09.12.1946	Жен	Москва
3666	7017819899932155	Эдуард Иванович Зайцев	16.04.2018 22:20	17.03.1994	Муж	Самара
3595	1539327202532820	Валерий Анатольевич Иванов	08.04.2018 2:09	01.10.1976	Муж	Москва
3618	2734933398985069	Григорий Романович Ковалёв	10.04.2018 10:44	29.11.1996	Муж	Москва
3554	6389704819013813	Олег Альбертович Семёнов	03.04.2018 6:09	02.04.1984	Муж	Москва
3629	4620384544945508	Марина Альбертовна Новикова	11.04.2018 18:23	01.04.1979	Жен	Самара
3460	8176783474014666	Константин Иванович Васильев	23.03.2018 4:23	06.05.1981	Муж	Москва
3515	2346894491319641	Любовь Никольевна Новикова	29.03.2018 20:36	08.12.1978	Жен	Екатеринбург
3574	5202174160083359	Георгий Владиславович Павлов	05.04.2018 23:20	23.02.1998	Муж	Екатеринбург
3464	9826413297297593	Владислав Дмитрьевич Белов	23.03.2018 19:46	20.04.1974	Муж	Самара
3538	9291228284503182	Зинаида Львовна Богданова	01.04.2018 8:35	08.04.1999	Жен	Екатеринбург
3630	2766459832983209	Пётр Юрьевич Зайцев	11.04.2018 21:31	23.09.1953	Муж	Казань
3688	3660249674554056	Римма Альбертовна Белова	20.04.2018 7:53	20.05.2001	Жен	Москва
3467	1671568901324794	Григорий Иванович Лебедев	24.03.2018 6:19	24.06.1971	Муж	Санкт-Петербург
3606	2903747370635039	Раиса Андреевна Соколова	09.04.2018 8:11	17.12.1961	Жен	Москва
3624	2641979456516664	Юрий Вячеславович Васильев	11.04.2018 5:16	25.07.1983	Муж	Москва
3470	2590635154199479	Людмила Альбертовна Андреева	24.03.2018 12:49	28.03.1979	Жен	Москва
3704	7066938081772195	Владимир Валентинович Голубев	21.04.2018 21:04	10.10.2004	Муж	Москва
3472	8339419832163359	Нина Ивановна Беляева	24.03.2018 16:51	08.03.1981	Жен	Москва
3665	9881799565967903	Анна Романовна Куликова	16.04.2018 18:23	15.03.1985	Жен	Москва
3473	5083820829920531	Инна Сергеевна Андреева	24.03.2018 18:17	17.05.1976	Жен	Екатеринбург
3703	4892326840479297	Раиса Александровна Комарова	21.04.2018 19:10	10.06.1967	Жен	Самара
3652	5211585622568447	Марина Константиновна Васильева	15.04.2018 0:01	22.02.1984	Жен	Москва
3669	3763371840522067	Евгения Игорьевна Попова	17.04.2018 8:30	15.10.1992	Жен	Самара
3570	5431004028178017	Константин Викторович Павлов	05.04.2018 11:15	28.05.1979	Муж	Екатеринбург
3478	1613956432408930	Виктория Дмитрьевна Титова	25.03.2018 7:57	07.08.1944	Жен	Санкт-Петербург
3551	6357398165883790	Роман Никольевич Голубев	03.04.2018 1:00	15.01.2003	Муж	Москва
3685	2014452238368143	Валентин Александрович Орлов	20.04.2018 4:35	09.03.1989	Муж	Москва
3481	6480986837804777	Юлия Михаиловна Кузьмина	25.03.2018 18:08	04.02.1970	Жен	Екатеринбург
3637	5414415599897336	Нелли Владиславовна Андреева	12.04.2018 21:03	20.07.1965	Жен	Москва
3697	5494016590187332	Алла Борисовна Фёдорова	21.04.2018 7:13	27.02.1956	Жен	Екатеринбург
3691	7433383372117825	Дмитрий Викторович Морозов	20.04.2018 13:28	25.06.1986	Муж	Санкт-Петербург
3645	2391409522588364	Роман Пётрович Тарасов	13.04.2018 19:09	11.08.1979	Муж	Москва
3670	8910929353105915	Инна Анатольевна Новикова	17.04.2018 14:05	17.10.1964	Жен	Санкт-Петербург
3500	7643125616673205	Пётр Юрьевич Зайцев	28.03.2018 8:15	13.08.1999	Муж	Москва
3556	4324587744180495	Пётр Олегович Андреев	03.04.2018 16:53	28.07.1967	Муж	Москва
3661	5379519792766012	Лариса Никольевна Воробьёва	16.04.2018 3:53	17.06.1971	Жен	Санкт-Петербург
3489	7416077023382408	Вера Валентиновна Новикова	26.03.2018 18:20	24.05.1933	Жен	Москва
3687	8574913562868412	Александра Леонидовна Попова	20.04.2018 6:09	25.09.1973	Жен	Москва
3722	7947327060312284	Галина Германовна Виноградова	23.04.2018 22:32	07.01.1971	Жен	Москва
3667	3652764260051848	Анна Романовна Гусева	17.04.2018 0:29	10.03.2004	Жен	Новосибирск
3493	4830263164297517	Алла Сергеевна Лебедева	27.03.2018 6:00	25.11.2003	Жен	Санкт-Петербург
3593	2295719488939158	Вадим Пётрович Павлов	07.04.2018 19:34	28.02.1997	Муж	Москва
3679	7280815762633782	Вадим Витальевич Киселёв	19.04.2018 1:01	17.03.1985	Муж	Новосибирск
3668	5772226442750721	Георгий Романович Смирнов	17.04.2018 3:38	10.06.1977	Муж	Москва
3580	3891735212652018	Валентин Владимирович Смирнов	06.04.2018 14:55	02.03.1978	Муж	Москва
3690	5644741861026797	Зинаида Станиславовна Комарова	20.04.2018 11:37	23.05.1982	Жен	Новосибирск
3656	3172752758153544	Марина Никольевна Гусева	15.04.2018 18:44	29.02.1992	Жен	Москва
3499	5914968584374529	Юрий Георгьевич Голубев	28.03.2018 4:08	14.07.1976	Муж	Санкт-Петербург
3712	6366656831376923	Альбина Борисовна Ковалёва	22.04.2018 22:11	06.06.1977	Жен	Санкт-Петербург
3717	3263944944615570	Эдуард Романович Павлов	23.04.2018 12:32	06.09.1975	Муж	Москва
3715	3819451353406188	Валерий Константинович Семёнов	23.04.2018 10:02	10.06.1987	Муж	Санкт-Петербург
3503	5580978814566093	Раиса Фёдоровна Фёдорова	28.03.2018 15:49	04.07.1975	Жен	Санкт-Петербург
3714	8546496146950142	Инна Борисовна Волкова	23.04.2018 8:22	28.10.1985	Жен	Москва
3718	4596597221838823	Олег Валентинович Васильев	23.04.2018 13:49	17.04.1972	Муж	Самара
3733	5668889936599469	Пётр Борисович Виноградов	25.04.2018 0:29	18.03.1977	Муж	Москва
3650	3384415830529750	Владислав Станиславович Павлов	14.04.2018 15:06	02.07.1977	Муж	Москва
3507	5778976868108650	Евгений Аркадьевич Андреев	29.03.2018 4:54	24.09.2000	Муж	Санкт-Петербург
3727	3498638285418990	Сергей Анатольевич Виноградов	24.04.2018 11:57	01.03.1983	Муж	Ростов-на-Дону
3710	4286224565608928	Альберт Борисович Андреев	22.04.2018 15:02	24.08.1987	Муж	Москва
3635	8175825919934631	Раиса Васильевна Соколова	12.04.2018 15:31	04.06.1970	Жен	Москва
3744	2927788659890183	Пётр Андреевич Иванов	26.04.2018 12:03	03.12.2000	Муж	Санкт-Петербург
3605	4008145983579196	Наталья Олеговна Козлова	09.04.2018 6:41	26.10.1970	Жен	Москва
3723	9962789283568700	Фёдор Александрович Ковалёв	24.04.2018 0:39	20.06.1970	Муж	Москва
3589	3925938668368792	Екатерина Ивановна Орлова	07.04.2018 13:14	26.12.1962	Жен	Санкт-Петербург
3585	7121994415314668	Лидия Григорьевна Белова	07.04.2018 4:14	26.01.1996	Жен	Екатеринбург
3738	9139729520228725	Константин Владиславович Киселёв	25.04.2018 12:19	01.02.1966	Муж	Санкт-Петербург
3517	5601725757082840	Эдуард Валерьевич Павлов	30.03.2018 0:09	02.04.1949	Муж	Санкт-Петербург
3695	9380385197025673	Герман Дмитрьевич Куликов	21.04.2018 2:58	20.08.1992	Муж	Самара
3734	4867625020458539	Павел Андреевич Воробьёв	25.04.2018 1:33	22.02.1971	Муж	Санкт-Петербург
3671	1993459313940627	Галина Эдуардовна Фёдорова	17.04.2018 23:55	24.06.1974	Жен	Самара
3737	5785276040751458	Зоя Андреевна Васильева	25.04.2018 10:17	13.12.1984	Жен	Санкт-Петербург
3676	9679930809509260	Георгий Витальевич Виноградов	18.04.2018 13:31	02.05.1985	Муж	Санкт-Петербург
3677	9241060966444582	Андрей Иванович Павлов	18.04.2018 14:30	14.10.1975	Муж	Ростов-на-Дону
3617	7182375501563440	Борис Пётрович Семёнов	10.04.2018 9:37	28.03.2004	Муж	Москва
3680	8347454529579432	Елена Никольевна Кузьмина	19.04.2018 6:53	06.03.1996	Жен	Москва
3743	2295025859185022	Николай Никольевич Комаров	26.04.2018 7:45	19.07.1945	Муж	Москва
3572	1588098969097023	Пётр Владиславович Смирнов	05.04.2018 16:37	23.04.1987	Муж	Москва
3708	9075334209656106	Лариса Валентиновна Ковалёва	22.04.2018 9:51	06.03.2004	Жен	Москва
3604	1239598426013451	Маргарита Юрьевна Кудрявцева	08.04.2018 23:27	14.10.1963	Жен	Санкт-Петербург
3634	1825878551971456	Тамара Игорьевна Кузнецова	12.04.2018 8:59	23.04.1939	Жен	Москва
3741	6533603194807590	Сергей Михаилович Кузнецов	26.04.2018 1:33	17.02.1976	Муж	Екатеринбург
3534	4943545786104133	Мария Михаиловна Смирнова	31.03.2018 21:56	06.10.1990	Жен	Ростов-на-Дону
3678	3390256598757397	Альбина Алексеевна Кузьмина	18.04.2018 19:58	01.01.1985	Жен	Самара
3633	2853021884379044	Тамара Альбертовна Беляева	12.04.2018 7:23	20.04.1981	Жен	Москва
3684	3093845758323030	Георгий Михаилович Петров	20.04.2018 3:04	16.11.1975	Муж	Москва
3631	8194210124151978	Владислав Романович Воробьёв	11.04.2018 21:35	12.05.1986	Муж	Екатеринбург
3758	8613546821915515	Лидия Георгьевна Павлова	28.04.2018 0:36	29.08.2002	Жен	Санкт-Петербург
3769	7782710220873619	Людмила Пётровна Соколова	29.04.2018 8:02	25.11.1990	Жен	Москва
3639	7637182955171838	Виктор Алексеевич Соловьёв	13.04.2018 5:17	09.08.1975	Муж	Москва
3694	4589510787870464	Раиса Борисовна Семёнова	20.04.2018 23:55	13.06.1945	Жен	Екатеринбург
3603	6818211515842304	Эдуард Олегович Ильин	08.04.2018 22:42	22.08.1974	Муж	Москва
3780	2829145039515415	Пётр Георгьевич Комаров	30.04.2018 15:37	14.05.1937	Муж	Москва
3682	1102916427412929	Антонина Алексеевна Тарасова	19.04.2018 15:49	27.08.1997	Жен	Новосибирск
3546	2206820958450094	Лилия Владиславовна Михайлова	02.04.2018 9:04	26.08.1987	Жен	Москва
3766	9255057858460488	Инна Эдуардовна Кузнецова	28.04.2018 17:54	09.10.2002	Жен	Новосибирск
3693	6778195140285243	Олег Сергеевич Семёнов	20.04.2018 21:44	27.10.1992	Муж	Москва
3548	3104493167152071	Тамара Юрьевна Ковалёва	02.04.2018 17:34	20.11.1944	Жен	Москва
3763	4707731397752358	Александра Евгеньевна Баранова	28.04.2018 7:16	31.01.2003	Жен	Новосибирск
3702	1026825575144911	Дмитрий Иванович Волков	21.04.2018 16:42	01.06.1986	Муж	Екатеринбург
3756	6451390926646936	Фёдор Олегович Тарасов	27.04.2018 22:05	02.06.1977	Муж	Санкт-Петербург
3713	7535599313005370	Леонид Эдуардович Титов	23.04.2018 2:01	19.03.1987	Муж	Москва
3649	4955197928242239	Тамара Анатольевна Богданова	14.04.2018 9:15	10.02.1986	Жен	Москва
3673	5115342758680617	Инна Анатольевна Гусева	18.04.2018 8:33	20.08.1952	Жен	Санкт-Петербург
3783	2329732028849698	Нелли Германовна Белова	01.05.2018 0:34	14.07.1993	Жен	Москва
3555	9508030308339261	Михаил Павлович Иванов	03.04.2018 8:39	10.11.1988	Муж	Москва
3696	4907603859504264	Аркадий Андреевич Семёнов	21.04.2018 4:29	11.08.1991	Муж	Екатеринбург
3705	4541117786664885	Лидия Аркадьевна Фёдорова	21.04.2018 23:38	11.12.2000	Жен	Казань
3716	8311362847727487	Альберт Витальевич Голубев	23.04.2018 11:16	24.04.1935	Муж	Москва
3742	4324700353704837	Василий Львович Тарасов	26.04.2018 3:11	09.06.1943	Муж	Москва
3560	4991479911100492	Александр Вячеславович Ильин	04.04.2018 1:30	29.08.1935	Муж	Москва
3615	7291745387635699	Ираида Вячеславовна Павлова	10.04.2018 2:56	19.09.1989	Жен	Москва
3772	9396742559701526	Инна Эдуардовна Ильина	29.04.2018 17:34	01.05.1968	Жен	Москва
3749	4399202512135712	Владимир Игорьевич Васильев	27.04.2018 1:03	21.07.1994	Муж	Екатеринбург
3657	4849119543859975	Виктор Вадимович Попов	15.04.2018 20:38	08.09.1987	Муж	Москва
3565	4473740579253159	Иван Андреевич Козлов	04.04.2018 15:33	16.06.1976	Муж	Казань
3711	2899245775444775	Юлия Олеговна Киселёва	22.04.2018 17:46	30.03.1986	Жен	Казань
3566	1944639160171922	Ираида Эдуардовна Иванова	05.04.2018 1:28	21.11.1999	Жен	Санкт-Петербург
3773	2240137226860744	Вячеслав Германович Михайлов	29.04.2018 21:45	19.04.1991	Муж	Москва
3651	9924422842704843	Михаил Юрьевич Зайцев	14.04.2018 22:54	08.12.1999	Муж	Самара
3592	6719213858369699	Анатолий Германович Макаров	07.04.2018 18:12	02.10.1987	Муж	Москва
3569	3232744173056095	Нелли Альбертовна Козлова	05.04.2018 10:51	23.02.1999	Жен	Екатеринбург
3625	5444648795754181	Владислав Борисович Соловьёв	11.04.2018 9:56	29.04.1995	Муж	Москва
3571	3125337814844372	Зоя Александровна Киселёва	05.04.2018 14:47	02.03.1985	Жен	Москва
3659	8060360805186924	Владимир Никольевич Кузнецов	16.04.2018 0:42	09.03.1964	Муж	Москва
3736	4744907765954250	Наталья Григорьевна Белова	25.04.2018 6:29	27.04.1973	Жен	Казань
3728	4506109965358992	Лилия Вячеславовна Михайлова	24.04.2018 13:08	31.01.1977	Жен	Москва
3735	6565326587381725	Михаил Аркадьевич Соловьёв	25.04.2018 5:17	19.12.1960	Муж	Москва
3576	8282195215915651	Римма Альбертовна Беляева	06.04.2018 6:37	26.06.1965	Жен	Санкт-Петербург
3692	7417646950738366	Леонид Вадимович Морозов	20.04.2018 18:00	28.02.1998	Муж	Екатеринбург
3740	7648721187707857	Вячеслав Вячеславович Куликов	25.04.2018 19:45	12.08.1960	Муж	Казань
3730	9967336975758511	Павел Евгеньевич Петров	24.04.2018 14:42	24.03.1973	Муж	Санкт-Петербург
3662	2875939314853480	Римма Павловна Соловьёва	16.04.2018 4:50	19.04.1979	Жен	Москва
3725	6142744467826062	Юрий Анатольевич Андреев	24.04.2018 7:42	14.06.1984	Муж	Санкт-Петербург
3757	9572183261412238	Маргарита Вячеславовна Орлова	28.04.2018 0:07	09.10.1994	Жен	Москва
3584	9264799150774040	Константин Львович Андреев	07.04.2018 3:20	09.01.2000	Муж	Москва
3810	6010981832172051	Галина Львовна Волкова	04.05.2018 23:06	12.07.1984	Жен	Самара
3748	7576290271392134	Клавдия Валентиновна Ковалёва	26.04.2018 17:28	03.07.1957	Жен	Москва
3721	4419383381411897	Георгий Сергеевич Баранов	23.04.2018 20:14	09.08.1981	Муж	Санкт-Петербург
3755	4918693542591748	Вадим Валентинович Гусев	27.04.2018 17:01	16.07.1992	Муж	Екатеринбург
3588	4745669983600558	Виктор Алексеевич Воробьёв	07.04.2018 10:17	10.05.1975	Муж	Москва
3709	4951068982025768	Раиса Аркадьевна Павлова	22.04.2018 10:27	23.09.1989	Жен	Санкт-Петербург
3791	1034814129442196	Евгений Вадимович Лебедев	01.05.2018 21:32	13.09.1967	Муж	Москва
3701	9991463355195165	Нина Павловна Голубева	21.04.2018 14:23	09.01.1985	Жен	Москва
3770	8607867413575044	Александр Олегович Кудрявцев	29.04.2018 8:30	09.04.1935	Муж	Екатеринбург
3799	8045393946739787	Вера Константиновна Морозова	03.05.2018 8:05	23.10.1968	Жен	Москва
3802	7966119548387682	Ольга Львовна Соколова	03.05.2018 16:18	26.06.1942	Жен	Самара
3812	1261023995576234	Дмитрий Сергеевич Смирнов	05.05.2018 5:20	16.10.1982	Муж	Москва
3596	7635901942597582	Игорь Алексеевич Титов	08.04.2018 2:19	01.04.2004	Муж	Санкт-Петербург
3653	2298707891570472	Николай Сергеевич Комаров	15.04.2018 6:42	13.09.1948	Муж	Казань
3598	6031462582333141	Светлана Михаиловна Киселёва	08.04.2018 9:00	21.04.1975	Жен	Москва
3700	6572584452879102	Григорий Германович Михайлов	21.04.2018 13:46	26.03.1977	Муж	Москва
3732	2872374057712281	Герман Борисович Голубев	24.04.2018 22:56	05.08.1989	Муж	Москва
3600	7718011313963735	Вадим Иванович Комаров	08.04.2018 14:56	11.10.1958	Муж	Москва
3602	9351762386540224	Альберт Станиславович Волков	08.04.2018 21:10	17.02.1970	Муж	Санкт-Петербург
3601	4381758972409108	Вера Валентиновна Титова	08.04.2018 17:13	24.08.2003	Жен	Санкт-Петербург
3811	8500500169922459	Григорий Георгьевич Лебедев	05.05.2018 4:01	13.06.1992	Муж	Москва
3750	4927242278277821	Ираида Витальевна Михайлова	27.04.2018 3:50	17.08.1985	Жен	Новосибирск
3781	9436059978032685	Евгения Леонидовна Васильева	30.04.2018 20:11	05.03.1999	Жен	Казань
3641	9055249391801125	Мария Романовна Гусева	13.04.2018 10:18	17.11.1981	Жен	Москва
3788	4461372332341813	Борис Дмитрьевич Козлов	01.05.2018 12:05	06.01.1992	Муж	Москва
3814	2150922709524769	Лев Аркадьевич Лебедев	05.05.2018 10:00	18.01.1996	Муж	Москва
3764	1175430986142788	Дмитрий Владимирович Ильин	28.04.2018 11:43	10.11.1998	Муж	Санкт-Петербург
3816	3018443530080522	Эдуард Владимирович Иванов	05.05.2018 15:21	28.09.1976	Муж	Санкт-Петербург
3823	8497917564138182	Борис Валерьевич Киселёв	06.05.2018 11:16	14.09.1973	Муж	Санкт-Петербург
3611	8330360105692789	Екатерина Игорьевна Орлова	09.04.2018 19:21	21.01.1983	Жен	Самара
3686	5879957344543824	Владимир Пётрович Виноградов	20.04.2018 5:26	19.11.1977	Муж	Москва
3832	8779361581882353	Константин Олегович Петров	08.05.2018 9:10	22.12.1976	Муж	Москва
3806	6395842756877584	Николай Эдуардович Куликов	04.05.2018 8:15	01.05.1996	Муж	Санкт-Петербург
3776	4838863074203451	Надежда Вадимовна Васильева	30.04.2018 11:08	21.12.2000	Жен	Ростов-на-Дону
3834	7565370434671660	Екатерина Альбертовна Макарова	08.05.2018 19:57	26.09.2002	Жен	Новосибирск
3779	9938583785705767	Олег Евгеньевич Киселёв	30.04.2018 14:19	27.05.1994	Муж	Москва
3672	4100667267626178	Эдуард Павлович Куликов	18.04.2018 0:40	12.10.1973	Муж	Москва
3642	5823067810605350	Игорь Георгьевич Титов	13.04.2018 12:39	25.05.1982	Муж	Санкт-Петербург
3800	2615630995703082	Константин Валентинович Лебедев	03.05.2018 10:55	27.09.1950	Муж	Москва
3622	8311021786394568	Виктор Михаилович Иванов	10.04.2018 19:05	02.12.1967	Муж	Москва
3809	4086503328098862	Мария Андреевна Кузнецова	04.05.2018 22:42	05.11.1977	Жен	Санкт-Петербург
3820	2542361431157874	Владислав Григорьевич Павлов	06.05.2018 2:56	05.10.1988	Муж	Москва
3839	5712777596055947	Валентина Валерьевна Комарова	09.05.2018 18:51	25.05.1962	Жен	Санкт-Петербург
3821	8224300968441323	Мария Пётровна Новикова	06.05.2018 5:18	06.06.1960	Жен	Москва
3777	9469070409858791	Марина Георгьевна Смирнова	30.04.2018 12:21	11.01.1987	Жен	Екатеринбург
3627	8506782918549758	Мария Игорьевна Голубева	11.04.2018 16:09	31.03.1976	Жен	Новосибирск
3778	8557357706556191	Альбина Владиславовна Беляева	30.04.2018 14:09	08.08.2003	Жен	Москва
3726	4144926483959812	Евгения Михаиловна Титова	24.04.2018 9:21	17.12.2000	Жен	Санкт-Петербург
3817	6324138905254304	Нелли Васильевна Михайлова	05.05.2018 17:43	22.10.1983	Жен	Москва
3851	9476677983346910	Галина Львовна Тарасова	11.05.2018 11:16	23.10.1972	Жен	Самара
3707	3032476606263027	Евгений Фёдорович Ильин	22.04.2018 7:17	05.07.1990	Муж	Москва
3771	1458686781328897	Роман Альбертович Михайлов	29.04.2018 13:13	18.12.1996	Муж	Санкт-Петербург
3829	7406724717750077	Валерий Георгьевич Семёнов	08.05.2018 0:27	16.12.1992	Муж	Новосибирск
